Name,Type,Species,Height,Weight,Abilities,Catch rate,Base Friendship,Base Exp.,Growth Rate,Gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Crabrawler,Fighting,Boxing Pokémon,0.6 m (2′00″),7.0 kg (15.4 lbs),1. Hyper Cutter2. Iron FistAnger Point (hidden ability),"225 (29.4% with PokéBall, full HP)",50 (normal),68,Medium Fast,"50% male, 50% female",47,82,57,42,47,63
Crabominable,Fighting Ice,Woolly Crab Pokémon,1.7 m (5′07″),180.0 kg (396.8 lbs),1. Hyper Cutter2. Iron FistAnger Point (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),167,Medium Fast,"50% male, 50% female",97,132,77,62,67,43
Oricorio,Ghost Flying,Dancing Pokémon,0.6 m (2′00″),3.4 kg (7.5 lbs),Dancer,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,"25% male, 75% female",75,70,70,98,70,93
Cutiefly,Bug Fairy,Bee Fly Pokémon,0.1 m (0′04″),0.2 kg (0.4 lbs),1. Honey Gather2. Shield DustSweet Veil (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"50% male, 50% female",40,45,40,55,40,84
Ribombee,Bug Fairy,Bee Fly Pokémon,0.2 m (0′08″),0.5 kg (1.1 lbs),1. Honey Gather2. Shield DustSweet Veil (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),162,Medium Fast,"50% male, 50% female",60,55,60,95,70,124
Rockruff,Rock,Puppy Pokémon,0.5 m (1′08″),9.2 kg (20.3 lbs),Own Tempo,"190 (24.8% with PokéBall, full HP)",50 (normal),56,Medium Fast,"50% male, 50% female",45,65,40,30,40,60
Lycanroc,Rock,Wolf Pokémon,0.8 m (2′07″),25.0 kg (55.1 lbs),Tough Claws,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,"50% male, 50% female",75,117,65,55,65,110
Wishiwashi,Water,Small Fry Pokémon,8.2 m (26′11″),78.6 kg (173.3 lbs),Schooling,"60 (7.8% with PokéBall, full HP)",50 (normal),217,Fast,"50% male, 50% female",45,140,130,140,135,30
Mareanie,Poison Water,Brutal Star Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),1. Merciless2. LimberRegenerator (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,"50% male, 50% female",50,53,62,43,52,45
Toxapex,Poison Water,Brutal Star Pokémon,0.7 m (2′04″),14.5 kg (32.0 lbs),1. Merciless2. LimberRegenerator (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,"50% male, 50% female",50,63,152,53,142,35
Mudbray,Ground,Donkey Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs),1. Own Tempo2. StaminaInner Focus (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),77,Medium Fast,"50% male, 50% female",70,100,70,45,55,45
Mudsdale,Ground,Draft Horse Pokémon,2.5 m (8′02″),920.0 kg (2028.3 lbs),1. Own Tempo2. StaminaInner Focus (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,"50% male, 50% female",100,125,100,55,85,35
Dewpider,Water Bug,Water Bubble Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),1. Water BubbleWater Absorb (hidden ability),"200 (26.1% with PokéBall, full HP)",50 (normal),54,Medium Fast,"50% male, 50% female",38,40,52,40,72,27
Araquanid,Water Bug,Water Bubble Pokémon,1.8 m (5′11″),82.0 kg (180.8 lbs),1. Water BubbleWater Absorb (hidden ability),"100 (13.1% with PokéBall, full HP)",50 (normal),159,Medium Fast,"50% male, 50% female",68,70,92,50,132,42
Fomantis,Grass,Sickle Grass Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs),1. Leaf GuardContrary (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),50,Medium Fast,"50% male, 50% female",40,55,35,50,35,35
Lurantis,Grass,Bloom Sickle Pokémon,0.9 m (2′11″),18.5 kg (40.8 lbs),1. Leaf GuardContrary (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"50% male, 50% female",70,105,90,80,90,45
Morelull,Grass Fairy,Illuminating Pokémon,0.2 m (0′08″),1.5 kg (3.3 lbs),1. Illuminate2. Effect SporeRain Dish (hidden ability),"190 (24.8% with PokéBall, full HP)",50 (normal),57,Medium Fast,"50% male, 50% female",40,35,55,65,75,15
Shiinotic,Grass Fairy,Illuminating Pokémon,1.0 m (3′03″),11.5 kg (25.4 lbs),1. Illuminate2. Effect SporeRain Dish (hidden ability),"75 (9.8% with PokéBall, full HP)",50 (normal),142,Medium Fast,"50% male, 50% female",60,45,80,90,100,30
Salandit,Poison Fire,Toxic Lizard Pokémon,0.6 m (2′00″),4.8 kg (10.6 lbs),1. CorrosionOblivious (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),64,Medium Fast,"87.5% male, 12.5% female",48,44,40,71,40,77
Salazzle,Poison Fire,Toxic Lizard Pokémon,1.2 m (3′11″),22.2 kg (48.9 lbs),1. CorrosionOblivious (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Fast,"0% male, 100% female",68,64,60,111,60,117
Stufful,Normal Fighting,Flailing Pokémon,0.5 m (1′08″),6.8 kg (15.0 lbs),1. Fluffy2. KlutzCute Charm (hidden ability),"140 (18.3% with PokéBall, full HP)",50 (normal),68,Medium Fast,"50% male, 50% female",70,75,50,45,50,50
Bewear,Normal Fighting,Strong Arm Pokémon,2.1 m (6′11″),135.0 kg (297.6 lbs),1. Fluffy2. KlutzUnnerve (hidden ability),"70 (9.1% with PokéBall, full HP)",50 (normal),175,Medium Fast,"50% male, 50% female",120,125,80,55,60,60
Bounsweet,Grass,Fruit Pokémon,0.3 m (1′00″),3.2 kg (7.1 lbs),1. Leaf Guard2. ObliviousSweet Veil (hidden ability),"235 (30.7% with PokéBall, full HP)",50 (normal),42,Medium Slow,"0% male, 100% female",42,30,38,30,38,32
Steenee,Grass,Fruit Pokémon,0.7 m (2′04″),8.2 kg (18.1 lbs),1. Leaf Guard2. ObliviousSweet Veil (hidden ability),"120 (15.7% with PokéBall, full HP)",50 (normal),102,Medium Slow,"0% male, 100% female",52,40,48,40,48,62
Tsareena,Grass,Fruit Pokémon,1.2 m (3′11″),21.4 kg (47.2 lbs),1. Leaf Guard2. Queenly MajestySweet Veil (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),255,Medium Slow,"0% male, 100% female",72,120,98,50,98,72
Comfey,Fairy,Posy Picker Pokémon,0.1 m (0′04″),0.3 kg (0.7 lbs),1. Flower Veil2. TriageNatural Cure (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),170,Fast,"25% male, 75% female",51,52,90,82,110,100
Oranguru,Normal Psychic,Sage Pokémon,1.5 m (4′11″),76.0 kg (167.6 lbs),1. Inner Focus2. TelepathySymbiosis (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,"50% male, 50% female",90,60,80,90,110,60
Passimian,Fighting,Teamwork Pokémon,2.0 m (6′07″),82.8 kg (182.5 lbs),1. ReceiverDefiant (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,"50% male, 50% female",100,120,90,40,60,80
Wimpod,Bug Water,Turn Tail Pokémon,0.5 m (1′08″),12.0 kg (26.5 lbs),1. Wimp Out,"90 (11.8% with PokéBall, full HP)",50 (normal),46,Medium Fast,"50% male, 50% female",25,35,40,20,30,80
Golisopod,Bug Water,Hard Scale Pokémon,2.0 m (6′07″),108.0 kg (238.1 lbs),1. Emergency Exit,"45 (5.9% with PokéBall, full HP)",50 (normal),186,Medium Fast,"50% male, 50% female",75,125,140,60,90,40
Sandygast,Ghost Ground,Sand Heap Pokémon,0.5 m (1′08″),70.0 kg (154.3 lbs),1. Water CompactionSand Veil (hidden ability),"140 (18.3% with PokéBall, full HP)",50 (normal),64,Medium Fast,"50% male, 50% female",55,55,80,70,45,15
Palossand,Ghost Ground,Sand Castle Pokémon,1.3 m (4′03″),250.0 kg (551.2 lbs),1. Water CompactionSand Veil (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"50% male, 50% female",85,75,110,100,75,35
Pyukumuku,Water,Sea Cucumber Pokémon,0.3 m (1′00″),1.2 kg (2.6 lbs),1. Innards OutUnaware (hidden ability),"60 (7.8% with PokéBall, full HP)",50 (normal),144,Fast,"50% male, 50% female",55,60,130,30,130,5
Silvally,Normal,Synthetic Pokémon,2.3 m (7′07″),100.5 kg (221.6 lbs),1. RKS System,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),257,Slow,Genderless,95,95,95,95,95,95
Minior,Rock Flying,Meteor Pokémon,0.3 m (1′00″),0.3 kg (0.7 lbs),Shields Down,"30 (3.9% with PokéBall, full HP)",50 (normal),175,Medium Slow,Genderless,60,100,60,100,60,120
Komala,Normal,Drowsing Pokémon,0.4 m (1′04″),19.9 kg (43.9 lbs),1. Comatose,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Slow,"50% male, 50% female",65,115,65,75,95,65
Turtonator,Fire Dragon,Blast Turtle Pokémon,2.0 m (6′07″),212.0 kg (467.4 lbs),1. Shell Armor,"70 (9.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,"50% male, 50% female",60,78,135,91,85,36
Togedemaru,Electric Steel,Roly-Poly Pokémon,0.3 m (1′00″),3.3 kg (7.3 lbs),1. Iron Barbs2. Lightning RodSturdy (hidden ability),"180 (23.5% with PokéBall, full HP)",50 (normal),152,Medium Fast,"50% male, 50% female",65,98,63,40,73,96
Mimikyu,Ghost Fairy,Disguise Pokémon,0.2 m (0′08″),0.7 kg (1.5 lbs),1. Disguise,"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,"50% male, 50% female",55,90,80,50,105,96
Bruxish,Water Psychic,Gnash Teeth Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs),1. Dazzling2. Strong JawWonder Skin (hidden ability),"80 (10.5% with PokéBall, full HP)",50 (normal),166,Medium Fast,"50% male, 50% female",68,105,70,70,70,92
Drampa,Normal Dragon,Placid Pokémon,3.0 m (9′10″),185.0 kg (407.9 lbs),1. Berserk2. Sap SipperCloud Nine (hidden ability),"70 (9.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,"50% male, 50% female",78,60,85,135,91,36
Dhelmise,Ghost Grass,Sea Creeper Pokémon,3.9 m (12′10″),210.0 kg (463.0 lbs),1. Steelworker,"25 (3.3% with PokéBall, full HP)",50 (normal),181,Medium Fast,Genderless,70,131,100,86,90,40
Jangmo-o,Dragon,Scaly Pokémon,0.6 m (2′00″),29.7 kg (65.5 lbs),1. Bulletproof2. SoundproofOvercoat (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),60,Slow,"50% male, 50% female",45,55,65,45,45,45
Hakamo-o,Dragon Fighting,Scaly Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),1. Bulletproof2. SoundproofOvercoat (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),147,Slow,"50% male, 50% female",55,75,90,65,70,65
Kommo-o,Dragon Fighting,Scaly Pokémon,1.6 m (5′03″),78.2 kg (172.4 lbs),1. Bulletproof2. SoundproofOvercoat (hidden ability),"45 (5.9% with PokéBall, full HP)",50 (normal),270,Slow,"50% male, 50% female",75,110,125,100,105,85
Tapu Koko,Electric Fairy,Land Spirit Pokémon,1.8 m (5′11″),20.5 kg (45.2 lbs),1. Electric SurgeTelepathy (hidden ability),"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Genderless,70,115,85,95,75,130
Tapu Lele,Psychic Fairy,Land Spirit Pokémon,1.2 m (3′11″),18.6 kg (41.0 lbs),1. Psychic SurgeTelepathy (hidden ability),"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Genderless,70,85,75,130,115,95
Tapu Bulu,Grass Fairy,Land Spirit Pokémon,1.9 m (6′03″),45.5 kg (100.3 lbs),1. Grassy SurgeTelepathy (hidden ability),"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Genderless,70,130,115,85,95,75
Tapu Fini,Water Fairy,Land Spirit Pokémon,1.3 m (4′03″),21.2 kg (46.7 lbs),1. Misty SurgeTelepathy (hidden ability),"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Genderless,70,75,115,95,130,85
Cosmog,Psychic,Nebula Pokémon,0.2 m (0′08″),0.1 kg (0.2 lbs),1. Unaware,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),40,Slow,Genderless,43,29,31,29,31,37
Cosmoem,Psychic,Protostar Pokémon,0.1 m (0′04″),999.9 kg (2204.4 lbs),1. Sturdy,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),140,Slow,Genderless,43,29,131,29,131,37
Solgaleo,Psychic Steel,Sunne Pokémon,3.4 m (11′02″),230.0 kg (507.1 lbs),1. Full Metal Body,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Genderless,137,137,107,113,89,97
Lunala,Psychic Ghost,Moone Pokémon,4.0 m (13′01″),120.0 kg (264.6 lbs),1. Shadow Shield,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,Genderless,137,113,89,137,107,97
Nihilego,Rock Poison,Parasite Pokémon,1.2 m (3′11″),55.5 kg (122.4 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Genderless,109,53,47,127,131,103
Buzzwole,Bug Fighting,Swollen Pokémon,2.4 m (7′10″),333.6 kg (735.5 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Genderless,107,139,139,53,53,79
Pheromosa,Bug Fighting,Lissome Pokémon,1.8 m (5′11″),25.0 kg (55.1 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Genderless,71,137,37,137,37,151
Xurkitree,Electric,Glowing Pokémon,3.8 m (12′06″),100.0 kg (220.5 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Genderless,83,89,71,173,71,83
Celesteela,Steel Flying,Launch Pokémon,9.2 m (30′02″),999.9 kg (2204.4 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Genderless,97,101,103,107,101,61
Kartana,Grass Steel,Drawn Sword Pokémon,0.3 m (1′00″),0.1 kg (0.2 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Genderless,59,181,131,59,31,109
Guzzlord,Dark Dragon,Junkivore Pokémon,5.5 m (18′01″),888.0 kg (1957.7 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Genderless,223,101,53,97,53,43
Necrozma,Psychic Dragon,Prism Pokémon,7.5 m (24′07″),230.0 kg (507.1 lbs),Neuroforce,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),339,Slow,Genderless,97,167,97,167,97,129
Magearna,Steel Fairy,Artificial Pokémon,1.0 m (3′03″),80.5 kg (177.5 lbs),1. Soul-Heart,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),300,Slow,Genderless,80,95,115,130,115,65
Marshadow,Fighting Ghost,Gloomdweller Pokémon,0.7 m (2′04″),22.2 kg (48.9 lbs),1. Technician,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),270,Slow,Genderless,90,125,80,90,90,125
Poipole,Poison,Poison Pin Pokémon,0.6 m (2′00″),1.8 kg (4.0 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),189,Slow,Genderless,67,73,67,73,67,73
Naganadel,Poison Dragon,Poison Pin Pokémon,3.6 m (11′10″),150.0 kg (330.7 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),243,Slow,Genderless,73,73,73,127,73,121
Stakataka,Rock Steel,Rampart Pokémon,5.5 m (18′01″),820.0 kg (1807.8 lbs),1. Beast Boost,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Genderless,61,131,211,53,101,13
Blacephalon,Fire Ghost,Fireworks Pokémon,1.8 m (5′11″),13.0 kg (28.7 lbs),1. Beast Boost,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Genderless,53,127,53,151,79,107
